movie_title,rating,user_rating,genres,plot_keyword,director,top_5_casts,writer,votes,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Die Hard,8.2,861K,"['Action', 'Thriller']","['action hero', 'christmas', 'christmas movie', 'heist', 'hostage', 'los angeles california', 'one against many', 'police officer', 'robbery', 'terrorist']",John McTiernan,"['Jeb Stuart', 'Steven E. de Souza', 'Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia']",Roderick Thorp,861000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission: Impossible III,6.9,352K,"['Action', 'Adventure', 'Thriller']","['car', 'ethan hunt character', 'italy', 'motor vehicle', 'tape over mouth', 'tough woman', 'underwater scene', 'woman murders a man', 'woman wears a bra']",J.J. Abrams,"['Roberto Orci', 'J.J. Abrams', 'Tom Cruise', 'Michelle Monaghan', 'Ving Rhames']",Alex Kurtzman,352000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blade Runner,8.1,753K,"['Action', 'Drama', 'Sci-Fi']","['cyberpunk', 'dystopia', 'existentialism', 'fugitive', 'megacorporation', 'neo noir', 'police detective']",Ridley Scott,"['David Webb Peoples', 'Philip K. Dick', 'Harrison Ford', 'Rutger Hauer', 'Sean Young']",Hampton Fancher,753000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mad Max: Fury Road,8.1,975K,"['Action', 'Adventure', 'Sci-Fi']","['australia', 'car chase', 'chase', 'desert', 'dystopia', 'escape', 'female warrior', 'on the run', 'post apocalypse']",George Miller,"['Brendan McCarthy', 'Nick Lathouris', 'Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']",George Miller,975000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K.G.F: Chapter 2,8.5,109K,"['Action', 'Crime', 'Drama']","['action hero', 'flashback', 'gold', 'government', 'mother son relationship', 'period drama']",Prashanth Neel,"['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Prashanth Neel', 'Prashanth Neel']",Prashanth Neel,109000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Man's Chest,7.3,705K,"['Action', 'Adventure', 'Fantasy']","['lens flare', 'monster', 'pirate']",Gore Verbinski,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Ted Elliott,705000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: Homecoming,7.4,634K,"['Action', 'Adventure', 'Sci-Fi']","['based on comic', 'based on comic book', 'blockbuster', 'marvel cinematic universe', 'marvel comics', 'mentor', 'reboot', 'superhero']",Jon Watts,"['John Francis Daley', 'Jon Watts', 'Tom Holland', 'Michael Keaton', 'Robert Downey Jr.']",Jonathan Goldstein,634000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain Marvel,6.8,539K,"['Action', 'Adventure', 'Sci-Fi']","['1990s', 'based on comic book', 'cat', 'female protagonist', 'marvel cinematic universe', 'superhero', 'supernatural power']",Anna Boden,"['Anna Boden', 'Ryan Fleck', 'Geneva Robertson-Dworet', 'Brie Larson', 'Samuel L. Jackson']",Ryan Fleck,539000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aliens,8.4,703K,"['Action', 'Adventure', 'Sci-Fi']","['alien', 'death of daughter', 'monster', 'rescue mission', 'soldier', 'strong female character', 'strong female lead']",James Cameron,"['David Giler', 'Walter Hill', 'Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']",James Cameron,703000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1917,8.2,557K,"['Action', 'Drama', 'War']","['death', 'long take', 'race against time', 'rat', 'world war one']",Sam Mendes,"['Krysty Wilson-Cairns', 'Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Sam Mendes']",Sam Mendes,557000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Wars: Episode VII - The Force Awakens,7.8,914K,"['Action', 'Adventure', 'Sci-Fi']","['crash landing', 'hatred', 'reboot', 'remake', 'sabotage', 'wisecrack humor']",J.J. Abrams,"['J.J. Abrams', 'Michael Arndt', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac']",Lawrence Kasdan,914000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kingsman: The Secret Service,7.7,655K,"['Action', 'Adventure', 'Comedy']","['class differences', 'female rear nudity', 'mentor', 'murder', 'secret organization', 'spy', 'torture', 'training']",Matthew Vaughn,"['Matthew Vaughn', 'Mark Millar', 'Colin Firth', 'Taron Egerton', 'Samuel L. Jackson']",Jane Goldman,655000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predator,7.8,402K,"['Action', 'Adventure', 'Horror']","['booby trap', 'commando', 'commando mission', 'jungle', 'survival']",John McTiernan,"['John Thomas', 'Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'John McTiernan']",Jim Thomas,402000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Notice,6.3,261K,"['Action', 'Comedy', 'Thriller']","['agent', 'art', 'chase', 'criminal', 'heist', 'money', 'rivalry', 'thief']",Rawson Marshall Thurber,"['Dwayne Johnson', 'Ryan Reynolds', 'Gal Gadot', 'Rawson Marshall Thurber', 'Rawson Marshall Thurber']",Rawson Marshall Thurber,261000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spider-Man: Into the Spider-Verse,8.4,497K,"['Animation', 'Action', 'Adventure']","['based on comic', 'based on comic book', 'multiverse', 'pig', 'superhero', 'wisecrack humor']",Bob Persichetti,"['Rodney Rothman', 'Phil Lord', 'Rodney Rothman', 'Shameik Moore', 'Jake Johnson']",Peter Ramsey,497000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mummy,7.1,422K,"['Action', 'Adventure', 'Fantasy']","['good versus evil', 'immortality', 'priest']",Stephen Sommers,"['Lloyd Fonvielle', 'Kevin Jarre', 'Brendan Fraser', 'Rachel Weisz', 'John Hannah']",Stephen Sommers,422000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode VIII - The Last Jedi,6.9,617K,"['Action', 'Adventure', 'Fantasy']","['betrayal', 'death', 'deception', 'hatred', 'sabotage', 'torture', 'wisecrack humor']",Rian Johnson,"['George Lucas', 'Daisy Ridley', 'John Boyega', 'Mark Hamill', 'Rian Johnson']",Rian Johnson,617000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21 Bridges,6.6,65K,"['Crime', 'Drama', 'Thriller']","['chase', 'detective', 'drug', 'fugitive', 'murder', 'police', 'police chase', 'shootout', 'showdown', 'subway']",Brian Kirk,"['Matthew Michael Carnahan', 'Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons', 'Brian Kirk']",Adam Mervis,65000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apocalypto,7.8,309K,"['Action', 'Adventure', 'Drama']","['female nudity', 'jungle', 'knife', 'prophecy', 'tribe']",Mel Gibson,"['Farhad Safinia', 'Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Mel Gibson']",Mel Gibson,309000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher,7.0,336K,"['Action', 'Mystery', 'Thriller']","['action hero', 'assassin', 'coma', 'mysterious villain', 'police chase', 'sniper']",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Rosamund Pike', 'Richard Jenkins', 'Christopher McQuarrie']",Lee Child,336000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Drive,7.8,622K,"['Action', 'Drama']","['brutality', 'love', 'neo noir', 'very little dialogue']",Nicolas Winding Refn,"['James Sallis', 'Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Nicolas Winding Refn']",Hossein Amini,622000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: On Stranger Tides,6.6,519K,"['Action', 'Adventure', 'Fantasy']","['captain', 'female nudity', 'pirate', 'soldier']",Rob Marshall,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Penélope Cruz', 'Ian McShane']",Ted Elliott,519000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oblivion,7.0,517K,"['Action', 'Adventure', 'Sci-Fi']","['alien invasion', 'black and white scene', 'cabin in the woods', 'drone', 'female nudity', 'memory', 'post apocalypse']",Joseph Kosinski,"['Michael Arndt', 'Joseph Kosinski', 'Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough']",Karl Gajdusek,517000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hunt,6.5,109K,"['Action', 'Horror', 'Thriller']","['gun', 'human hunting a human', 'pig', 'satire']",Craig Zobel,"['Damon Lindelof', 'Betty Gilpin', 'Hilary Swank', 'Ike Barinholtz', 'Craig Zobel']",Nick Cuse,109000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Hunt,8.3,322K,['Drama'],"['christmas', 'christmas eve', 'crying man', 'father son relationship', 'friendship between men', 'gun', 'gunshot', 'punched in the face']",Thomas Vinterberg,"['Thomas Vinterberg', 'Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Thomas Vinterberg']",Tobias Lindholm,322000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,7.6,806K,"['Action', 'Drama']","['army', 'based on graphic novel', 'battle', 'blood', 'epic', 'greece', 'male rear nudity', 'warrior']",Zack Snyder,"['Kurt Johnstad', 'Michael B. Gordon', 'Gerard Butler', 'Lena Headey', 'David Wenham']",Zack Snyder,806000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starship Troopers,7.3,291K,"['Action', 'Adventure', 'Sci-Fi']","['giant insect', 'insect', 'military', 'satire', 'space station', 'space travel']",Paul Verhoeven,"['Robert A. Heinlein', 'Casper Van Dien', 'Denise Richards', 'Dina Meyer', 'Paul Verhoeven']",Edward Neumeier,291000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Old Guard,6.6,159K,"['Action', 'Thriller']","['based on comic', 'based on comic book', 'female protagonist', 'gay character', 'gay couple', 'gay kiss', 'homosexual', 'immortal', 'immortality']",Gina Prince-Bythewood,"['Leandro Fernandez', 'Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Gina Prince-Bythewood']",Greg Rucka,159000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pirates of the Caribbean: At World's End,7.1,640K,"['Action', 'Adventure', 'Fantasy']","['marriage proposal', 'pirate', 'resurrection', 'singapore']",Gore Verbinski,"['Terry Rossio', 'Stuart Beattie', 'Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Ted Elliott,640000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Panther,7.3,728K,"['Action', 'Adventure', 'Sci-Fi']","['africa', 'based on comic book', 'king', 'marvel cinematic universe', 'marvel comics', 'superhero']",Ryan Coogler,"['Joe Robert Cole', 'Stan Lee', 'Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o""]",Ryan Coogler,728000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Edge of Tomorrow,7.9,661K,"['Action', 'Adventure', 'Sci-Fi']","['alien', 'alien invasion', 'battle', 'combat', 'end of the world', 'near future', 'soldier', 'time loop', 'trapped in a time loop']",Doug Liman,"['Jez Butterworth', 'John-Henry Butterworth', 'Tom Cruise', 'Emily Blunt', 'Bill Paxton']",Christopher McQuarrie,661000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dunkirk,7.8,637K,"['Action', 'Drama', 'History']","['1940s', 'beach', 'evacuation', 'military', 'soldier', 'world war two', 'yacht']",Christopher Nolan,"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Christopher Nolan', 'Christopher Nolan']",Christopher Nolan,637000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Waterworld,6.2,195K,"['Action', 'Adventure', 'Sci-Fi']","['global warming', 'post apocalypse', 'swimming', 'underwater scene', 'water']",Kevin Reynolds,"['David Twohy', 'Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Kevin Reynolds']",Peter Rader,195000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Wick,7.4,610K,"['Action', 'Crime', 'Thriller']","['assassin', 'dog', 'mob boss', 'neo noir', 'one man army', 'revenge', 'vengeance']",Chad Stahelski,"['Derek Kolstad', 'Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Chad Stahelski']",David Leitch,610000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Twister,6.4,194K,"['Action', 'Adventure', 'Thriller']","['cow', 'disaster', 'eating', 'singing in a car', 'tornado']",Jan de Bont,"['Anne-Marie Martin', 'Helen Hunt', 'Bill Paxton', 'Cary Elwes', 'Jan de Bont']",Michael Crichton,194000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Hawk Down,7.7,391K,"['Action', 'Drama', 'History']","['combat', 'corpse', 'gunfight', 'street shootout', 'u.s. army', 'u.s. soldier']",Ridley Scott,"['Ken Nolan', 'Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Ridley Scott']",Mark Bowden,391000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Deadpool 2,7.7,559K,"['Action', 'Adventure', 'Comedy']","['anti hero', 'based on comic book', 'breaking the fourth wall', 'marvel comics', 'sequel', 'superhero', 'taxi']",David Leitch,"['Paul Wernick', 'Ryan Reynolds', 'Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin']",Rhett Reese,559000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor,7.0,823K,"['Action', 'Adventure', 'Fantasy']","['marvel cinematic universe', 'scientist']",Kenneth Branagh,"['Zack Stentz', 'Don Payne', 'Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman']",Ashley Miller,823000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Skyfall,7.8,688K,"['Action', 'Adventure', 'Thriller']","['007', 'james bond character', 'official bond film', 'official james bond series', 'sex in shower']",Sam Mendes,"['Robert Wade', 'John Logan', 'Daniel Craig', 'Javier Bardem', 'Naomie Harris']",Neal Purvis,688000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iron Man,7.9,1M,"['Action', 'Adventure', 'Sci-Fi']","['based on comic', 'billionaire', 'genius', 'interracial friendship', 'inventor', 'marvel cinematic universe', 'playboy']",Jon Favreau,"['Hawk Ostby', 'Art Marcum', 'Robert Downey Jr.', 'Gwyneth Paltrow', 'Terrence Howard']",Mark Fergus,1000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oldboy,8.4,565K,"['Action', 'Drama', 'Mystery']","['brother sister incest', 'brother sister relationship', 'captive', 'hypnosis', 'incest', 'love', 'neo noir', 'psychological torture', 'revenge']",Park Chan-wook,"['Nobuaki Minegishi', 'Park Chan-wook', 'Choi Min-sik', 'Yoo Ji-Tae', 'Kang Hye-jeong']",Garon Tsuchiya,565000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Informer,6.6,35K,"['Action', 'Crime', 'Drama']","['ex convict', 'fake identity', 'faked death', 'prison', 'prison escape', 'reverse footage', 'surprise ending', 'tied feet', 'tied up while barefoot']",Andrea Di Stefano,"['Rowan Joffe', 'Andrea Di Stefano', 'Joel Kinnaman', 'Rosamund Pike', 'Common']",Matt Cook,35000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicario,7.6,419K,"['Action', 'Crime', 'Drama']","['dark past', 'death of child', 'death of daughter', 'drug cartel', 'neo noir', 'surprise ending', 'suspense']",Denis Villeneuve,"['Emily Blunt', 'Josh Brolin', 'Benicio Del Toro', 'Denis Villeneuve', 'Taylor Sheridan']",Taylor Sheridan,419000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solo: A Star Wars Story,6.9,335K,"['Action', 'Adventure', 'Sci-Fi']","['crime lord', 'gambler', 'gangster', 'prequel', 'smuggler', 'spaceship', 'spin off', 'star wars']",Ron Howard,"['Lawrence Kasdan', 'George Lucas', 'Alden Ehrenreich', 'Woody Harrelson', 'Emilia Clarke']",Jonathan Kasdan,335000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jumanji: The Next Level,6.7,241K,"['Action', 'Adventure', 'Comedy']","['action heroine', 'bare midriff', 'body swap', 'jungle', 'mission', 'rescue', 'superhuman strength']",Jake Kasdan,"['Jeff Pinkner', 'Scott Rosenberg', 'Dwayne Johnson', 'Jack Black', 'Kevin Hart']",Jake Kasdan,241000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminator,8.1,846K,"['Action', 'Sci-Fi']","['cyborg', 'good versus evil', 'loss of loved one', 'male time traveler', 'sunglass', 'time travel']",James Cameron,"['Gale Anne Hurd', 'William Wisher', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn']",James Cameron,846000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fury,7.5,476K,"['Action', 'Drama', 'War']","['1940s', 'battle', 'behind enemy lines', 'brutality', 'combat', 'nazi', 'nazi germany', 'tank', 'world war two']",David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman', 'David Ayer', 'David Ayer']",David Ayer,476000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ford v Ferrari,8.1,372K,"['Action', 'Biography', 'Drama']","['based on book', 'based on true story', 'car racing', 'husband wife relationship', 'punched in the face', 'singing in a car']",James Mangold,"['John-Henry Butterworth', 'Jason Keller', 'Matt Damon', 'Christian Bale', 'Jon Bernthal']",Jez Butterworth,372000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man 3,6.2,577K,"['Action', 'Adventure', 'Sci-Fi']","['coffeeshop', 'hero', 'marvel comics', 'new york', 'peter parker character', 'superhero', 'villain']",Sam Raimi,"['Ivan Raimi', 'Alvin Sargent', 'Tobey Maguire', 'Kirsten Dunst', 'Topher Grace']",Sam Raimi,577000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Tomorrow War,6.5,198K,"['Action', 'Adventure', 'Drama']","['alien', 'alien invasion', 'city', 'fictional war', 'military', 'soldier', 'three word title', 'time travel']",Chris McKay,"['Chris Pratt', 'Yvonne Strahovski', 'J.K. Simmons', 'Chris McKay', 'Zach Dean']",Zach Dean,198000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Enemies,7.0,300K,"['Action', 'Biography', 'Crime']","['bank robber', 'ends with biographical notes', 'great depression', 'mafia', 'manhunt', 'mobster', 'organized crime', 'reference to arizona', 'torture']",Michael Mann,"['Michael Mann', 'Ann Biderman', 'Christian Bale', 'Johnny Depp', 'Christian Stolte']",Ronan Bennett,300000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venom,6.6,470K,"['Action', 'Adventure', 'Sci-Fi']","['alien', 'anti hero', 'based on comic book', 'journalist', 'marvel comics', 'one word title', 'superhero']",Ruben Fleischer,"['Scott Rosenberg', 'Kelly Marcel', 'Tom Hardy', 'Michelle Williams', 'Riz Ahmed']",Jeff Pinkner,470000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
War of the Worlds,6.5,443K,"['Action', 'Adventure', 'Sci-Fi']","['alien', 'cult film', 'disaster', 'escape', 'near death experience', 'paranoia', 'survival']",Steven Spielberg,"['David Koepp', 'H.G. Wells', 'Tom Cruise', 'Dakota Fanning', 'Tim Robbins']",Josh Friedman,443000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain America: The First Avenger,6.9,824K,"['Action', 'Adventure', 'Sci-Fi']","['based on comic book', 'courage', 'marvel comics', 'nazi', 'patriotism', 'scientist', 'soldier', 'superhero']",Joe Johnston,"['Stephen McFeely', 'Joe Simon', 'Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson']",Christopher Markus,824000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tropic Thunder,7.0,408K,"['Action', 'Comedy', 'War']","['blackface', 'drug lord', 'film director', 'film within a film', 'helicopter crash', 'jungle', 'parody', 'rescue', 'vietnam']",Ben Stiller,"['Ben Stiller', 'Etan Cohen', 'Ben Stiller', 'Jack Black', 'Robert Downey Jr.']",Justin Theroux,408000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Trek,7.9,599K,"['Action', 'Adventure', 'Sci-Fi']","['automobile', 'bra', 'car', 'father son relationship']",J.J. Abrams,"['Alex Kurtzman', 'Gene Roddenberry', 'Chris Pine', 'Zachary Quinto', 'Simon Pegg']",Roberto Orci,599000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Revenant,8.0,783K,"['Action', 'Adventure', 'Drama']","['based on true story', 'bear attack', 'father son relationship', 'killing an animal', 'native american', 'survival', 'wilderness']",Alejandro G. Iñárritu,"['Alejandro G. Iñárritu', 'Michael Punke', 'Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']",Mark L. Smith,783000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla vs. Kong,6.3,200K,"['Action', 'Sci-Fi', 'Thriller']","['creature', 'giant monster', 'kaiju', 'monster', 'monster versus monster', 'sequel']",Adam Wingard,"['Michael Dougherty', 'Zach Shields', 'Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall']",Terry Rossio,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Collateral,7.5,393K,"['Action', 'Crime', 'Drama']","['assassin', 'contract killer', 'hitman', 'hostage', 'los angeles california', 'neo noir', 'taxi', 'taxi driver']",Michael Mann,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Michael Mann', 'Stuart Beattie']",Stuart Beattie,393000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Driver,7.6,517K,"['Action', 'Crime', 'Drama']","['bank', 'chase', 'heist', 'robbery', 'sign language', 'sunglass', 'waitress']",Edgar Wright,"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Edgar Wright', 'Edgar Wright']",Edgar Wright,517000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only the Brave,7.6,68K,"['Action', 'Biography', 'Drama']","['baby', 'based on true story', 'fire', 'firefighter', 'helicopter', 'horse', 'hospital', 'natural disaster']",Joseph Kosinski,"['Ken Nolan', 'Eric Warren Singer', 'Josh Brolin', 'Miles Teller', 'Jeff Bridges']",Sean Flynn,68000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6 Underground,6.1,171K,"['Action', 'Thriller']","[""coup d'etat"", 'day of the dead', 'dictator', 'ensemble cast', 'fictional country', 'hong kong', 'italy', 'yacht']",Michael Bay,"['Rhett Reese', 'Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Michael Bay']",Paul Wernick,171000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Amazing Spider-Man 2,6.6,487K,"['Action', 'Adventure', 'Sci-Fi']","['aunt niece relationship', 'death of girlfriend', 'marvel comics', 'orphan', 'returning character killed off', 'secret identity', 'superhero', 'superhuman strength']",Marc Webb,"['Roberto Orci', 'Jeff Pinkner', 'Andrew Garfield', 'Emma Stone', 'Jamie Foxx']",Alex Kurtzman,487000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jungle Cruise,6.6,180K,"['Action', 'Adventure', 'Comedy']","['boat', 'jungle', 'snake']",Jaume Collet-Serra,"['Glenn Ficarra', 'John Requa', 'Dwayne Johnson', 'Emily Blunt', 'Edgar Ramírez']",Michael Green,180000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fast and the Furious,6.8,380K,"['Action', 'Adventure', 'Crime']","['gang', 'hijacking', 'police', 'robbery', 'truck', 'undercover', 'undercover cop']",Rob Cohen,"['Gary Scott Thompson', 'Erik Bergquist', 'Vin Diesel', 'Paul Walker', 'Michelle Rodriguez']",Ken Li,380000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardians of the Galaxy Vol. 2,7.6,656K,"['Action', 'Adventure', 'Comedy']","['alien creature', 'crash landing', 'good versus evil', 'marvel cinematic universe', 'raccoon']",James Gunn,"['Dan Abnett', 'Andy Lanning', 'Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",James Gunn,656000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice League,6.1,444K,"['Action', 'Adventure', 'Fantasy']","['dc comics', 'dc extended universe', 'ensemble cast', 'superhero', 'superhero team']",Zack Snyder,"['Joe Shuster', 'Chris Terrio', 'Ben Affleck', 'Gal Gadot', 'Jason Momoa']",Jerry Siegel,444000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Batman,7.5,372K,"['Action', 'Adventure']","['based on comic book', 'batman character', 'blockbuster', 'bruce wayne character', 'dc comics']",Tim Burton,"['Sam Hamm', 'Warren Skaaren', 'Michael Keaton', 'Jack Nicholson', 'Kim Basinger']",Bob Kane,372000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
